title,angajator,domeniu,tip_job,nivel_job,orase,actualizat_la,remote_work
Sales Development Representative with Polish or Czech or Slovakian or Serbian,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Sales Development Representative with Hebrew,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Sales Development Representative with English for UK & Ireland,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Sales Development Representative (entry level) - with German,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Sales Development Representative (Entry level) - with French,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
QA Automation Engineer,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Public Cloud Systems Engineer,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Performance/Load Test Engineer,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Junior Performance/Load Test Engineer,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Junior General Ledger Accountant (fixed term),Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Inside Systems Engineer, DACH",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Inside Sales Team Leader for Nordics,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Inside Sales Representative, Netherlands",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Inside Sales Representative with German language ,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Inside Sales Representative for Baltics,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Inside Sales Representative, Finland with English (fixed term contract)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Inside Sales Representative, Benelux",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Inside Sales Manager, Benelux & Nordics",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Inside Hosting Manager with German,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Enterprise Customer Success Systems Engineer,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
EMEA Distribution & Aggregation Director ,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative,Velocity(Turkish speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Velocity (Italian speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Velocity (German speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Strategic (Hungarian speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Velocity (Czech or Slovak speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Emerging (fixed term) - French speaker ",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Emerging (fixed term) - Czech speaker ",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Commercial/Enterprise (French speaker)",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
"Customer Success Representative, Commercial/Enterprise for Turkey",Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Accounts Receivable Clerk,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Accounts Payable Clerk (fixed term),Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Accounts Payable Clerk,Veeam Software,"['Internet - eCommerce', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Tehnician Laborant Fizico-Chimice - Bra?ov,Ursus Breweries,"['Chimie - Petrochimie', 'Controlul calitatii', 'Productie']",temporar ,0 - 1 an experienta,['Brasov'],09.04.2024,  On-site
Operator la fabricarea berii - Bra?ov,Ursus Breweries,"['Chimie - Petrochimie', 'Controlul calitatii', 'Productie']",full-time ,0 - 1 an experienta,['Brasov'],09.04.2024,  On-site
Frigotehnist Timisoara,Ursus Breweries,"['Constructii', 'Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['Timisoara'],09.04.2024,  On-site
Fochist - Brasov,Ursus Breweries,"['Chimie - Petrochimie', 'Inginerie', 'Productie']",full-time ,0 - 1 an experienta,['Brasov'],09.04.2024,  On-site
PACKAGING AUTOMATION TECHNICIAN,Ursus Breweries,"['Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['Brasov'],09.04.2024,  On-site
OPERATOR LA FABRICAREA BERII CLUJ,Ursus Breweries,"['Altele', 'Productie', 'Turism']",full-time ,0 - 1 an experienta,['Cluj Napoca'],09.04.2024,  On-site
BREWING AUTOMATION TECHNICIAN,Ursus Breweries,"['Constructii', 'Inginerie']",full-time ,1 - 5 ani experienta,['Timisoara'],09.04.2024,  On-site
Mecanic Intretinere - Brasov,Ursus Breweries,"['Altele', 'Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['Brasov'],09.04.2024,  On-site
Electrician Mententanta Timisoara,Ursus Breweries,"['Engineering', 'Production']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Operator la fabricarea berii Timisoara,Ursus Breweries,"['Engineering', 'Production']",full-time,0 - 1 years of experience,['Timisoara'],09.04.2024,  On-site
Frigotehnist Timisoara,Ursus Breweries,"['Engineering', 'Production']",full-time,0 - 1 years of experience,['Timisoara'],09.04.2024,  On-site
Supplier Quality Engineer - Electronic Components,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Quality Manager - Focus Factory,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Junior Software Engineer for On Board Diagnosis,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Senior Software Engineer for On Board Diagnosis,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Customer Demand Planning Specialist,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Supplier Quality Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
MES Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Team Leader Industrial Engineering - High Voltage Electronics,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Internship Local Controlling Timisoara,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
System Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
SMT Engineer (Laser Marking/Handling/Depaneling and Pressfit),Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Process Engineer - High Voltage Electronics,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Team Leader Customer Quality Engineering,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Advanced Purchasing Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Supplier Quality Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
System and SW Quality Manager,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
M365 Developer / Technical Architect (m/f/d),Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
RPA Developer Purchasing,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
OT/IoT Security Specialist,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Project Purchaser in Electrification Business,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
New Product Launch Manager,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Mechatronics System Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Practica de vara - Timisoara 2024,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Practica de vara - Sibiu 2024,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Sibiu'],09.04.2024,  On-site
Practica de vara - Iasi 2024,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
Reliability Testing Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Reliability Validation Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Team Leader Industrial Engineering,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
SW Developer - RPA,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Summer e-Xperience - Procurement Specialist,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Summer E-xperience - Production Analyst,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Summer e-Xperience - Process Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Summer e-Xperience - Human Resources,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Summer e-Xperience - Maintenance Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Summer e-Xperience - LEAN,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Tenant Administrator and Senior Global Administrator - Modern Workplace,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
IT Consultant for Online Trust Center,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Modern Workplace Architect,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
SAP Consultant AC,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Technical Compliance Reporting Specialist,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Category Purchaser,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
Simulink Developer for Model Based System Engineering,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Internship - Purchasing,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Internship SQM EL,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
Test System Laboratory Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Summer e-Xperience - Custom and Transport,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Ghimbav'],09.04.2024,  On-site
Data Scientist for Innovation,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Iasi'],09.04.2024,  On-site
EMC/EL Validation Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
EMC/EL Laboratory Engineer,Vitesco Technologies,"['Engineering', 'IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
